ID,y
839,102.95718
841,82.93995
844,104.82394
845,94.5931
848,91.690346
850,114.82005
851,106.93617
852,97.15536
854,93.09363
855,104.55931
856,108.94523
859,102.06496
861,103.14005
864,93.47733
865,103.740326
866,92.073
867,98.04866
869,96.71114
871,92.893616
872,108.95818
882,103.11579
883,93.496475
885,95.41049
888,99.093445
893,107.20648
901,107.8425
903,104.87707
904,93.49538
905,108.349915
910,99.95482
911,112.66072
914,110.20241
918,107.499756
921,92.75197
928,96.649635
929,109.24578
932,103.5017
933,95.863914
934,99.95482
935,108.54928
937,80.28497
939,94.43667
940,106.1482
941,99.0094
942,105.59509
943,92.76655
944,105.10772
947,108.95818
949,109.64965
951,101.696495
952,94.69512
953,104.87707
954,76.843155
957,110.3411
959,90.19278
960,110.61465
963,117.114296
965,108.95818
967,108.3802
971,93.97914
972,77.458145
973,91.70393
974,110.92396
975,99.53191
978,106.6864
980,96.42159
981,94.0799
984,109.724045
986,99.95482
988,89.34022
989,107.17155
990,105.68912
992,107.8425
996,103.60197
999,109.76117
1000,103.50478
1001,103.740326
1002,90.51708
1003,110.276
1004,90.801796
1008,110.107666
1009,102.422424
1010,106.66353
1012,109.66964
1013,96.28427
1014,107.18931
1015,95.00965
1016,116.75184
1019,94.498695
1020,107.88487
1021,99.95482
1022,97.917
1024,99.95482
1025,92.54275
1027,95.99256
1028,110.17839
1029,98.11864
1030,100.13901
1033,110.3411
1036,102.54693
1037,107.19041
1038,91.58954
1042,94.43667
1043,106.460495
1044,96.137505
1045,110.45005
1047,114.8241
1050,94.82587
1051,108.36131
1054,94.77732
1056,94.0799
1057,95.18269
1059,93.99644
1062,106.036736
1063,100.63032
1064,94.0799
1066,94.87494
1070,110.88375
1076,109.97776
1077,99.07697
1078,111.67583
1080,108.00508
1082,99.9705
1083,99.798805
1089,105.669235
1091,99.093445
1093,96.356895
1097,94.80705
1099,96.284065
1101,99.95482
1103,100.15218
1104,110.86512
1106,105.39037
1109,93.84599
1110,109.946175
1111,107.702415
1112,110.377045
1114,94.1808
1116,95.91959
1117,108.3061
1120,100.97108
1124,111.42975
1125,94.51977
1126,113.09651
1134,107.353355
1137,91.36358
1138,111.20853
1144,111.085075
1145,94.73736
1146,92.9258
1148,100.39521
1150,99.01675
1152,104.82394
1153,101.9765
1154,106.71029
1155,94.724625
1157,98.153595
1162,95.59725
1165,111.37391
1166,97.71423
1167,101.68367
1168,103.736404
1169,102.06496
1171,118.32231
1172,102.905975
1173,102.06496
1174,97.854
1176,106.68901
1177,108.205605
1178,96.18827
1182,112.08127
1186,102.35776
1187,105.026436
1188,92.35419
1189,112.8446
1191,107.50693
1192,95.22551
1197,111.29723
1198,94.81173
1200,79.36956
1201,94.0254
1203,97.65358
1209,117.114296
1214,107.707954
1218,110.24918
1222,99.4555
1226,97.19387
1228,96.30786
1230,102.873856
1232,79.05377
1233,108.528244
1236,112.66234
1238,101.073494
1241,111.085075
1244,99.094505
1246,103.03882
1247,99.79726
1250,104.57316
1251,98.7052
1254,105.39205
1255,98.50871
1256,109.08964
1257,98.24779
1258,111.28929
1259,111.63771
1260,94.745636
1263,112.21715
1267,80.07724
1268,109.86729
1271,97.144745
1272,107.557724
1274,105.47798
1275,95.59725
1276,108.712555
1277,91.10172
1279,92.9258
1281,98.462006
1282,92.35419
1283,106.10825
1285,105.17643
1286,93.60656
1289,112.34096
1296,97.85661
1299,101.56463
1301,103.60197
1306,89.651024
1307,95.66137
1308,94.810844
1313,108.712555
1314,95.20395
1315,109.946175
1316,93.26323
1317,108.070595
1319,92.5157
1323,106.68762
1324,108.6662
1325,95.89282
1328,102.90888
1329,92.26159
1330,103.15159
1331,99.77854
1332,104.90218
1337,101.66291
1338,98.750916
1339,91.85735
1340,101.47461
1343,105.78251
1347,110.276794
1348,97.72998
1349,107.78157
1352,94.436
1354,103.64629
1359,111.438065
1360,101.34606
1363,108.08387
1364,100.16678
1365,103.18516
1366,100.53793
1372,99.10301
1375,97.423775
1376,98.09068
1378,96.41813
1379,108.68421
1380,101.62867
1381,101.42834
1384,109.58025
1387,100.43777
1388,107.008224
1392,75.70495
1394,101.993614
1395,95.23577
1396,109.3974
1398,96.6505
1399,109.3974
1400,92.1643
1401,93.05215
1403,101.104645
1404,98.290565
1406,109.3974
1407,94.388916
1408,111.83552
1410,80.6583
1412,109.15389
1413,93.7976
1415,96.44106
1420,111.83552
1422,110.46911
1423,100.188896
1424,111.83552
1425,98.43088
1426,80.6583
1427,101.74845
1429,94.23449
1430,108.12849
1431,102.945496
1432,100.40195
1434,108.88425
1437,94.24982
1438,104.76593
1440,109.68436
1441,106.12147
1442,96.12779
1444,107.037636
1445,96.680405
1446,105.13718
1448,93.18047
1453,93.92685
1454,109.15389
1455,93.53779
1456,106.681305
1458,109.15389
1459,94.67413
1461,96.926445
1465,100.43777
1466,110.67906
1469,107.29315
1472,93.92685
1474,97.1492
1477,108.0441
1479,106.983086
1482,109.05701
1483,77.91472
1487,95.65243
1488,105.33854
1490,114.88218
1492,105.09515
1494,116.442986
1496,99.03976
1497,98.793884
1499,104.221436
1502,94.25394
1507,103.08713
1508,94.436
1509,103.02661
1511,93.07652
1512,107.68455
1513,116.70926
1514,99.815674
1518,112.36449
1519,91.7168
1522,111.49062
1524,78.27982
1527,96.12779
1529,94.97996
1532,106.63661
1536,112.560295
1537,116.99163
1539,101.54401
1542,111.00703
1543,98.09068
1544,104.67524
1545,80.21528
1550,95.0693
1551,103.42977
1554,112.660706
1556,109.12045
1559,94.56448
1560,77.703705
1562,98.58947
1566,91.73388
1567,111.41758
1569,105.21089
1570,109.650955
1571,108.64921
1574,94.436
1578,107.076256
1580,94.05985
1583,105.354454
1584,94.436
1585,107.163635
1586,103.703
1587,112.38948
1588,95.82359
1590,115.59444
1592,104.39229
1596,97.63949
1598,105.31247
1599,95.992584
1604,109.04406
1606,102.4963
1607,93.7976
1608,99.24678
1609,117.073204
1611,96.72806
1613,95.95862
1616,98.44199
1619,108.55433
1620,94.266975
1621,111.98713
1622,99.12775
1625,108.950066
1627,117.073204
1629,101.88032
1634,97.92783
1636,95.3531
1638,107.33308
1639,97.93752
1641,101.65398
1643,95.56392
1644,103.038635
1645,117.184326
1646,105.407234
1647,111.20224
1648,95.64711
1652,94.05985
1653,113.523056
1656,96.60127
1658,95.992584
1659,108.697014
1661,102.069534
1663,93.7976
1664,104.89697
1665,95.7675
1666,109.12045
1667,100.264175
1668,79.05473
1669,102.115364
1670,95.6269
1672,112.8734
1674,104.73581
1677,105.33854
1678,92.6364
1679,110.98348
1680,100.8941
1683,110.43006
1686,103.80735
1687,110.45091
1689,106.37937
1690,94.027756
1691,116.07386
1692,113.55945
1693,94.436
1695,96.70945
1696,93.92685
1697,108.697014
1700,109.12045
1701,98.103065
1702,112.38948
1703,92.398506
1704,105.18606
1706,95.31441
1707,108.90092
1708,97.126816
1710,92.48815
1711,106.00385
1713,101.33337
1717,109.41743
1719,107.076256
1720,96.75534
1722,96.07653
1725,104.55056
1726,96.490906
1727,101.24444
1729,106.00213
1730,91.33128
1731,107.319786
1733,109.12045
1734,95.04733
1735,110.46911
1738,95.95862
1742,102.742325
1745,104.73581
1747,96.34169
1749,100.12327
1751,97.34288
1752,78.164604
1753,102.78714
1754,95.65895
1755,94.4766
1756,101.99332
1758,106.63474
1759,93.19306
1760,106.12899
1761,108.32202
1762,92.17708
1763,105.96721
1764,109.07049
1766,102.295235
1768,92.98744
1769,80.62478
1771,106.20868
1772,97.88261
1773,109.454895
1774,98.98423
1775,108.30038
1777,111.779816
1779,93.19306
1780,106.21605
1787,92.398506
1788,95.04979
1790,95.69224
1796,112.33164
1801,91.5184
1803,94.12321
1807,111.83732
1809,106.13036
1812,98.086205
1813,108.400055
1814,101.99955
1815,109.87675
1816,96.17882
1818,93.51073
1820,92.22605
1821,115.74273
1822,95.409004
1825,97.274734
1826,107.18992
1828,96.19263
1831,103.970085
1836,101.57079
1837,96.310555
1841,97.1492
1844,102.46958
1848,90.88131
1851,101.54401
1852,94.52039
1853,94.03749
1854,97.7105
1856,104.29962
1859,106.13036
1860,98.00417
1861,78.19648
1863,110.227776
1865,96.37421
1866,104.618965
1867,96.26561
1868,92.5841
1872,95.55889
1879,97.89196
1880,107.411705
1882,97.50135
1885,110.35415
1887,104.411255
1888,95.15905
1890,103.814865
1894,96.914154
1895,102.712074
1896,93.54658
1897,108.46721
1900,109.10505
1901,94.56448
1902,106.22815
1905,99.51488
1906,108.10414
1912,107.045975
1915,96.00858
1916,107.33534
1917,93.837204
1918,104.56274
1920,78.29015
1923,100.62145
1924,102.82132
1925,96.490906
1930,117.073204
1932,112.56554
1933,110.81965
1934,110.45922
1935,94.16081
1940,80.6583
1941,97.65187
1942,115.83274
1943,102.65576
1944,93.00249
1945,101.52966
1948,116.95222
1949,92.58131
1952,99.20681
1954,94.3787
1955,115.367134
1958,96.48325
1959,85.05572
1960,105.96721
1963,96.13443
1965,103.38175
1968,103.57824
1969,100.16678
1971,96.03421
1972,111.337036
1973,93.04731
1975,91.93408
1977,101.343605
1978,96.50306
1979,108.90738
1981,92.706
1982,110.05727
1987,110.55344
1988,91.73388
1993,103.78789
1997,93.10209
1999,95.60684
2001,95.90132
2002,115.70605
2003,100.99517
2004,78.204605
2006,111.6286
2007,94.495026
2009,106.23687
2010,94.11946
2013,103.03894
2018,78.56515
2022,98.180855
2024,106.61689
2025,96.4241
2026,104.37585
2030,105.621635
2031,95.2619
2032,107.045975
2033,95.76008
2035,99.55969
2036,112.44481
2037,92.79029
2040,95.693665
2043,109.58542
2044,119.61902
2046,106.33769
2054,109.74134
2055,95.047874
2056,106.21605
2059,94.74968
2060,94.56448
2062,91.957466
2063,108.38257
2066,96.914154
2067,115.15065
2072,100.979095
2073,106.952095
2074,107.664345
2075,100.10196
2076,96.86004
2080,96.29832
2082,94.56448
2085,99.66811
2087,107.68522
2091,107.60041
2092,96.37243
2093,106.21605
2098,101.32805
2101,105.96721
2102,93.52487
2103,80.6583
2105,104.41794
2106,93.59812
2107,100.96721
2110,96.78549
2114,98.34288
2115,112.31671
2117,87.38716
2118,96.60486
2119,106.123314
2120,96.39941
2122,102.97811
2123,112.49831
2126,94.57934
2127,107.43965
2128,97.75773
2129,108.31143
2132,110.16667
2135,105.91384
2138,103.646774
2139,117.073204
2141,110.56125
2142,94.62346
2146,97.559296
2151,110.57038
2157,105.58202
2159,100.40636
2162,92.94537
2164,116.96337
2167,95.45326
2168,110.57111
2171,98.23001
2173,95.36372
2174,104.44419
2175,96.03065
2178,94.00233
2180,96.313484
2185,110.73758
2189,93.86191
2190,112.36386
2192,103.38854
2194,112.69466
2200,104.94934
2201,98.44147
2203,108.349724
2204,97.295044
2205,110.15921
2209,109.99678
2213,103.415855
2214,94.69163
2215,108.15419
2216,98.560104
2218,94.71918
2219,110.1682
2220,101.78209
2222,98.38095
2223,104.77598
2225,110.00539
2226,94.58213
2230,101.164246
2233,111.765686
2234,106.940674
2235,97.295044
2236,77.307304
2237,92.20117
2240,115.92814
2241,96.04831
2248,104.01682
2249,96.86394
2250,101.45261
2252,110.57676
2253,99.691315
2254,111.34862
2256,79.46273
2258,94.407524
2259,101.00242
2262,96.97145
2265,94.281746
2266,103.73768
2269,100.21748
2271,104.07133
2273,94.98975
2274,108.39127
2275,98.312256
2277,98.04726
2279,97.295044
2280,77.10807
2282,96.313484
2283,102.44126
2288,96.689514
2289,106.38966
2291,95.90507
2292,117.63308
2297,108.48622
2298,106.286766
2299,98.7771
2300,111.393005
2301,92.97387
2304,94.27606
2305,101.74991
2306,96.97145
2308,94.901146
2309,100.80349
2311,104.49993
2312,100.852486
2316,103.57428
2321,104.35815
2322,106.41604
2325,106.36946
2326,93.78182
2329,117.63308
2330,98.50846
2331,101.947426
2332,111.18055
2333,96.97145
2334,104.29054
2335,110.464
2337,105.28662
2338,101.708786
2340,111.18055
2342,102.14268
2345,92.98172
2349,94.98514
2351,77.69139
2352,95.566956
2354,109.26215
2355,111.877754
2357,110.00539
2358,96.53988
2360,95.0412
2361,109.26215
2364,96.00768
2366,99.08721
2369,98.52394
2370,95.46042
2371,111.43901
2373,102.39383
2374,106.03116
2376,112.35477
2378,106.93814
2382,103.557
2383,93.647705
2386,107.683586
2387,99.91471
2389,98.21963
2390,104.8858
2392,93.95466
2398,111.18055
2399,94.637054
2400,99.25676
2401,109.69067
2402,96.6053
2404,99.5378
2407,99.8761
2408,100.240776
2409,104.88825
2412,86.88243
2413,101.703354
2415,94.35681
2420,101.59402
2422,99.39984
2423,103.91208
2426,93.656654
2432,98.40039
2434,92.23886
2435,95.535416
2436,109.76348
2438,106.37671
2440,106.10434
2443,101.44339
2444,91.80344
2447,104.01682
2450,94.54373
2454,104.07757
2455,108.100784
2459,96.97145
2460,102.85606
2463,97.3624
2465,94.63511
2468,80.6583
2469,96.553734
2474,95.01084
2478,94.96492
2480,90.60661
2481,115.92814
2489,96.313484
2490,101.396904
2492,94.30574
2496,96.97145
2497,99.60783
2500,95.63178
2505,95.75096
2507,99.69501
2508,110.15921
2509,94.71749
2510,77.78132
2513,91.594185
2515,96.313484
2518,93.647705
2519,104.48086
2520,93.647705
2521,107.42371
2523,101.05693
2525,96.767586
2529,110.15921
2530,96.53286
2533,105.53498
2535,92.619354
2538,99.68011
2544,106.7109
2553,110.734184
2556,94.059
2558,92.974976
2559,111.104675
2560,94.53669
2561,108.68279
2562,97.56
2563,106.610115
2564,91.05127
2565,112.06351
2567,99.71826
2572,94.19689
2575,97.25393
2576,112.98479
2577,96.30028
2578,97.47902
2579,108.32907
2580,93.91276
2582,103.863266
2583,92.872345
2587,91.425156
2589,109.35249
2590,96.80945
2591,110.15921
2594,97.65136
2597,96.59951
2598,105.41562
2599,95.33699
2600,99.78595
2602,115.95156
2603,94.19689
2604,97.112114
2606,99.84223
2607,78.164604
2608,100.89046
2613,110.15921
2614,102.92925
2615,111.53931
2617,109.16188
2620,100.8816
2623,108.18533
2624,98.64028
2627,110.15921
2629,78.164604
2630,94.81034
2632,102.30009
2636,96.160904
2639,105.30028
2640,108.50469
2642,110.15921
2644,107.251724
2646,99.08003
2647,97.383965
2649,94.28548
2650,103.01397
2652,108.39141
2653,97.93533
2655,101.30729
2657,111.47837
2659,107.53941
2662,93.405716
2663,115.92814
2664,96.297646
2665,102.4383
2670,98.29116
2671,108.82869
2672,91.42738
2675,108.39141
2677,108.981316
2679,99.33478
2683,108.49792
2684,97.54339
2685,105.02669
2688,108.39072
2689,104.07766
2690,102.94497
2693,103.04462
2694,107.48549
2697,104.55046
2699,96.09303
2703,95.055275
2705,107.34092
2709,84.15038
2710,95.23342
2711,108.1184
2712,96.74368
2713,98.72605
2714,108.41255
2715,97.745544
2717,94.11906
2718,110.96752
2720,107.21036
2721,97.26916
2726,102.48089
2728,92.842
2731,104.39567
2732,109.88852
2734,96.07117
2736,103.21368
2737,96.57846
2738,104.97985
2739,100.36812
2746,95.06223
2749,105.47179
2751,117.29257
2752,101.82812
2753,97.46833
2757,102.01214
2758,95.44267
2759,108.71394
2760,102.8704
2762,110.79913
2764,93.77278
2765,107.863625
2769,106.80573
2771,105.55151
2774,94.3475
2776,93.45411
2777,99.910675
2778,96.605064
2779,105.823204
2782,94.64602
2784,94.507195
2787,94.815125
2789,96.855354
2792,97.304
2798,94.828445
2799,102.49374
2800,96.93631
2801,77.92783
2802,94.47441
2804,97.51164
2807,103.25915
2808,100.598724
2809,101.29459
2811,117.07485
2812,95.38091
2814,94.007675
2816,98.48464
2817,109.37232
2818,99.297714
2820,101.978096
2821,84.235565
2822,97.3112
2823,110.53391
2824,97.02638
2826,98.41849
2829,97.93972
2834,97.608055
2835,79.8179
2838,95.263824
2839,107.53131
2840,92.963264
2841,105.035164
2842,96.97145
2846,113.59575
2848,101.12867
2849,94.36624
2850,108.41255
2851,93.183556
2853,96.66386
2854,110.15921
2858,101.456276
2861,104.17392
2864,94.31018
2865,115.92814
2866,104.34729
2867,92.81189
2868,113.53456
2870,108.29712
2877,101.37772
2878,110.15921
2880,112.80904
2882,77.75666
2883,97.13963
2884,104.51581
2885,97.00168
2887,96.313484
2888,108.72261
2889,91.79837
2890,105.090614
2891,103.30855
2892,117.0304
2893,93.92584
2898,107.2731
2899,98.11273
2900,109.52796
2901,93.76438
2909,105.55588
2910,111.87764
2911,117.96114
2913,97.35861
2914,104.37698
2918,97.2191
2919,107.97017
2920,92.62747
2921,110.15921
2922,99.953575
2923,102.1489
2925,103.77717
2926,93.91276
2927,110.14021
2929,113.43786
2933,95.65882
2934,106.14275
2936,101.54284
2941,97.72218
2942,96.63776
2943,109.232544
2945,102.556076
2950,95.203995
2951,108.37109
2953,106.56647
2954,100.10001
2955,106.740074
2956,100.993454
2960,105.22541
2962,97.45995
2963,104.43505
2964,105.2235
2966,77.10807
2967,96.260414
2968,97.890175
2969,91.73723
2971,92.568634
2972,107.93214
2974,95.95357
2975,106.61902
2977,116.442986
2980,108.06306
2981,90.0763
2983,99.24931
2984,99.74524
2985,117.63308
2986,96.8325
2987,107.93214
2989,97.12434
2990,107.79474
2991,113.138596
2992,80.62478
2995,104.55046
2996,98.42396
3002,110.45192
3004,108.72584
3005,118.28782
3006,96.00729
3010,98.14691
3011,104.10689
3014,93.91276
3015,95.43047
3016,94.24982
3017,100.86726
3018,94.281746
3021,103.483315
3024,105.41562
3028,97.386696
3030,94.71385
3032,93.77508
3039,94.954414
3040,103.919174
3041,98.202866
3043,109.03039
3044,113.50739
3046,105.68641
3055,96.493515
3056,109.45874
3058,93.354706
3059,107.05387
3061,116.99163
3063,106.00675
3066,95.502686
3067,105.41562
3068,77.52525
3069,97.26916
3072,116.29689
3073,112.68039
3074,95.75452
3077,97.001945
3082,101.27197
3084,104.55046
3085,102.33293
3088,107.251724
3091,96.66876
3092,111.59209
3093,99.30109
3094,104.39567
3096,110.5943
3097,91.19789
3098,78.40386
3102,116.7986
3106,93.87838
3109,96.19935
3111,94.31244
3112,118.28782
3113,97.48068
3115,100.979095
3116,105.89632
3117,98.28731
3121,103.54127
3122,95.064514
3123,95.574486
3124,101.30557
3125,94.24982
3126,100.59402
3127,116.07386
3129,92.991425
3130,113.36896
3132,106.24923
3134,107.588005
3135,105.44877
3137,76.64497
3138,120.74015
3140,105.711395
3144,105.082565
3145,105.48988
3146,111.53931
3147,95.09634
3148,103.66754
3149,105.79402
3150,111.61521
3151,96.64719
3152,96.725586
3155,101.20881
3156,108.41255
3159,92.88902
3161,99.29969
3162,107.49013
3163,96.138596
3165,102.63712
3172,103.20728
3173,99.58264
3176,92.53059
3177,107.41568
3179,106.61902
3183,94.33123
3186,94.893425
3187,99.09423
3189,106.755684
3190,97.7029
3192,116.07386
3193,103.20728
3194,112.95852
3197,96.203094
3198,96.717865
3200,101.36441
3201,118.138016
3202,96.717865
3204,95.75096
3205,93.16771
3206,105.08999
3208,104.93068
3210,103.23387
3211,100.96948
3212,116.99163
3213,98.16047
3214,105.095535
3216,105.090614
3219,93.6159
3220,110.79006
3221,97.48068
3226,107.318474
3227,106.11526
3228,97.670815
3229,98.80737
3232,80.6583
3233,94.61867
3234,95.85762
3236,98.80658
3238,110.53039
3239,109.43413
3240,93.416725
3247,108.45943
3249,104.71488
3252,110.71189
3253,98.85356
3254,104.882675
3255,100.36807
3256,109.5987
3257,95.6315
3262,103.58547
3263,108.39141
3264,100.993454
3266,111.78451
3267,101.396675
3269,98.42915
3272,117.63308
3274,96.203094
3275,105.05574
3277,101.73859
3279,99.543365
3280,107.34705
3283,95.25859
3285,96.313484
3287,103.09128
3288,105.41562
3290,100.20917
3291,92.20117
3298,108.10222
3299,96.20324
3302,106.75962
3303,94.67627
3304,104.14561
3307,94.97263
3309,97.85431
3314,77.17988
3316,110.679306
3317,98.3272
3319,96.13101
3320,107.97518
3321,95.30047
3322,102.77677
3324,93.10287
3326,96.29198
3329,100.458755
3330,91.05127
3331,111.6286
3335,117.0304
3337,96.79813
3338,98.64931
3339,97.99208
3340,111.15373
3341,96.40167
3343,94.19849
3346,92.78008
3348,92.922585
3351,105.41562
3352,117.70163
3355,91.97729
3356,110.22066
3358,104.754196
3359,94.33488
3360,101.55176
3371,96.56905
3372,96.101036
3374,96.81083
3377,107.91735
3378,92.622345
3380,107.188286
3382,100.95902
3386,97.25783
3389,102.322624
3391,105.88168
3393,96.550026
3394,107.28391
3395,93.84641
3397,110.15921
3398,102.92228
3399,83.46173
3400,95.09986
3404,104.835945
3407,111.059074
3409,101.19153
3419,101.59785
3421,98.0689
3425,94.6799
3427,80.74685
3428,117.63308
3429,107.851555
3431,96.373405
3435,93.83784
3436,108.98353
3439,97.365486
3441,101.040016
3442,117.63308
3443,101.58879
3444,105.106125
3445,94.06497
3446,105.72254
3449,94.56448
3453,97.398895
3457,100.7426
3460,103.26024
3461,105.926384
3462,93.984146
3464,106.00675
3465,77.52525
3466,96.668
3467,104.55808
3468,97.74066
3469,102.76162
3470,95.61862
3472,110.15921
3473,99.76994
3475,94.39289
3476,108.77185
3478,106.43851
3479,94.52412
3483,94.7812
3484,107.644585
3485,101.52739
3487,94.685745
3488,108.71969
3496,111.0732
3497,100.06229
3499,102.945496
3500,77.21771
3501,97.31091
3504,93.546135
3508,101.84127
3511,95.80318
3512,109.01332
3515,92.40137
3517,95.27381
3518,97.12733
3526,107.99854
3528,114.41178
3529,99.345116
3530,114.830475
3531,92.84599
3532,104.45918
3533,96.268425
3534,95.16693
3535,77.52525
3536,99.48852
3537,110.949554
3538,91.94933
3539,101.81527
3540,103.1325
3545,107.52417
3546,92.48587
3550,108.264275
3551,104.26248
3553,96.541115
3554,103.26024
3557,92.20117
3558,108.7929
3559,94.56448
3561,92.052345
3562,110.15921
3563,96.466156
3564,105.41562
3565,94.06497
3567,94.67911
3571,105.41562
3572,98.07076
3574,110.022316
3576,96.56549
3577,106.710945
3578,95.30573
3579,94.59768
3583,95.405846
3585,103.64935
3586,106.15511
3587,112.29693
3593,93.944954
3594,104.6452
3595,95.080124
3599,95.85573
3600,105.41026
3601,110.15921
3602,94.56448
3604,99.106804
3609,118.10976
3610,106.76737
3612,110.2211
3614,98.57226
